fhrs_address,DPA_MATCH_DESCRIPTION,DPA_UPRN,plot_address,plot_lng,plot_lat
"Peckhamplex, 95A Rye Lane, London, SE15 4ST",PARTIAL,2.00E+11,"PREMIER CINEMA, 95A, RYE LANE, LONDON, SE15 4ST",-0.068838777,51.47104814
"Persepolis - taste of persia, 28 Peckham High Street, London, SE15 5DT",GOOD,2.00E+11,"PERSEOPOLIS FOOD, 28-30, PECKHAM HIGH STREET, LONDON, SE15 5DT",-0.071866817,51.47333714
"Petitou, 63 Choumert Road, London, SE15 4AR",GOOD,2.00E+11,"PETITOU CAFE, 63, CHOUMERT ROAD, LONDON, SE15 4AR",-0.071612534,51.4674158
"Pished fish smokery, 38 Shenley Road, London, SE5 8NN",EXACT,2.00E+11,"38, SHENLEY ROAD, LONDON, SE5 8NN",-0.080877209,51.47239687
"Pound time plus, 131 Queens Road, London, SE15 2NB",GOOD,2.00E+11,"131A-131B, QUEENS ROAD, LONDON, SE15 2ND",-0.058586994,51.47375648
"Poundland, Unit 5-13 The Aylesham Centre, Rye Lane, London, SE15 5EW",PARTIAL,2.00E+11,"HOLLAND & BARRETT LTD, UNIT 9, AYLESHAM CENTRE, RYE LANE, LONDON, SE15 5EW",-0.068681094,51.47273616
"Poundstretcher ltd, Unit 1 To 2 Bellenden Road Bu, Bellenden Road, London, SE15 4RF",GOOD,2.00E+11,"UNIT 1, BELLENDEN ROAD BUSINESS CENTRE, BELLENDEN ROAD, LONDON, SE15 4RF",-0.073196329,51.46912347
"Price cutter food & wine, 12 Peckham High Street, London, SE15 5DT",PARTIAL,10013529700,"FLAT B, 12, PECKHAM HIGH STREET, LONDON, SE15 5DT",-0.072783586,51.47345114
"Primark, 51-57 Rye Lane, London, SE15 5EY",GOOD,2.00E+11,"51, PECKHAM RYE, LONDON, SE15 3NX",-0.065033768,51.46398912
"Prince albert, 111 Bellenden Road, London, SE15 4QY",EXACT,2.00E+11,"PRINCE ALBERT, 111, BELLENDEN ROAD, LONDON, SE15 4QY",-0.072253532,51.46826266
"Pyrotechnist arms, 39 Nunhead Green, London, SE15 3QF",GOOD,2.00E+11,"THE PYROTECHNISTS, 39, NUNHEAD GREEN, LONDON, SE15 3QF",-0.058208162,51.46606148
"Queen's coffee bar, 2b Kings Grove, London, SE15 2NB",GOOD,2.00E+11,"QUEENS COFFEE BAR, 2B, KINGS GROVE, LONDON, SE15 2NB",-0.058855819,51.47386884
"Queens kitchen, 23-25 Peckham High Street, London, SE15 5EB",GOOD,2.00E+11,"QUEENS KITCHEN, 23, PECKHAM HIGH STREET, LONDON, SE15 5EB",-0.072540851,51.4737439
"Queens oak care centre, 64-72 Queens Road, London, SE15 2QL",EXACT,2.00E+11,"QUEENS OAK CARE CENTRE, 64-72, QUEENS ROAD, LONDON, SE15 2QL",-0.060324804,51.47352446
"R c patel, 62 Nunhead Lane, London, SE15 3QE",EXACT,2.00E+11,"62, NUNHEAD LANE, LONDON, SE15 3QE",-0.058923467,51.46447263
"Rainbow breakfast and after school club, Baptist Church, Amott Road, London, SE15 4HU",PARTIAL,2.00E+11,"AMOTT ROAD BAPTIST CHURCH, AMOTT ROAD, LONDON, SE15 4HU",-0.071749317,51.46348826
"Rakhs news, 157-159 Peckham Hill Street, London, SE15 5JZ",GOOD,2.00E+11,"RAKIS NEWS, 157-159, PECKHAM HILL STREET, LONDON, SE15 5JZ",-0.068658188,51.47464222
"Red cow, Red Cow, 190-192 Peckham High Street, London, SE15 5EG",GOOD,2.00E+11,"THE RED COW, 188-190, PECKHAM HIGH STREET, LONDON, SE15 5EG",-0.064147487,51.47370454
"Rising stars nursery, The Peckham Hill Street Surger, 143-145 Peckham Hill Street, London, SE15 5JZ",GOOD,2.00E+11,"RISING STARS NURSERY, 143-145, PECKHAM HILL STREET, LONDON, SE15 5JZ",-0.068745254,51.47496739
"Rnr green grocers, 146-150 Rye Lane, London, SE15 4RZ",GOOD,2.00E+11,"149, RYE LANE, LONDON, SE15 4ST",-0.067709092,51.46915905
"Rock news, 46 Peckham Road, London, SE5 8PX",GOOD,2.00E+11,"ROCKY NEWS, 46, PECKHAM ROAD, LONDON, SE5 8PX",-0.081049682,51.47343384
"Roosters hut, 177-179 Rye Lane, London, SE15 4TP",PARTIAL,2.00E+11,"CHICKEN COTTAGE, 177-179, RYE LANE, LONDON, SE15 4TP",-0.067102259,51.46818684
"Ropharm chemist, 169 Rye Lane, London, SE15 4TL",EXACT,2.00E+11,"ROPHARM CHEMIST, 169, RYE LANE, LONDON, SE15 4TL",-0.067176814,51.46846684
"Royal caribbean spice bakery, 170 Bellenden Road, London, SE15 4BW",GOOD,2.00E+11,"CARIBBEAN SPICE BAKERY, 170, BELLENDEN ROAD, LONDON, SE15 4BW",-0.072755602,51.46728172
"Royal mail, Peckham Delivery Office, 2-4 Highshore Road, London, SE15 5AU",EXACT,2.00E+11,"ROYAL MAIL, PECKHAM DELIVERY OFFICE 2-4, HIGHSHORE ROAD, LONDON, SE15 5AU",-0.07092513,51.47176593
"Ruby colls house, 15 Colls Road, London, SE15 2NS",EXACT,2.00E+11,"15, COLLS ROAD, LONDON, SE15 2NS",-0.053708344,51.47504248
"Rudds, 121 Evelina Road, London, SE15 3HB",GOOD,2.00E+11,"RUDD & SON GREENGROCERS, 121, EVELINA ROAD, LONDON, SE15 3HB",-0.056563823,51.46613315
"Rye express, Unit 1, 137-139 Rye Lane, London, SE15 4ST",GOOD,2.00E+11,"138, RYE LANE, LONDON, SE15 4RZ",-0.067840182,51.4684418
"Rye lane news and off licence, 164 Rye Lane, London, SE15 4NB",GOOD,2.00E+11,"RYE LANE NEWS, 164, RYE LANE, LONDON, SE15 4NB",-0.067465037,51.46777916
"Rye news, 34 Peckham Rye, London, SE15 4JR",EXACT,2.00E+11,"RYE NEWS, 34, PECKHAM RYE, LONDON, SE15 4JR",-0.066705802,51.46564437
"Rye oak school & childrens centre, Rye Oak Primary School, Whorlton Road, London, SE15 3PD",GOOD,2.00E+11,"RYE OAK PRIMARY SCHOOL, WHORLTON ROAD, LONDON, SE15 3PD",-0.063153926,51.46452461
"S g convenience store (grocery), 40 Nunhead Lane, London, SE15 3TU",GOOD,2.00E+11,"S G CONVENIENCE, 40, NUNHEAD LANE, LONDON, SE15 3TU",-0.06152649,51.46385924
"Sabinah food store, 8 Choumert Road, London, SE15 4SE",PARTIAL,2.00E+11,"MARAMPA KAYA, 8, CHOUMERT ROAD, LONDON, SE15 4SE",-0.068122285,51.46823962
"Saffronland homes, 29 Fenwick Road, London, SE15 4HS",EXACT,2.00E+11,"29, FENWICK ROAD, LONDON, SE15 4HS",-0.068701281,51.46339313
"Sakhi quality meat, 6 Rye Lane, London, SE15 5BS",GOOD,2.00E+11,"SAKHI, 6, RYE LANE, LONDON, SE15 5BS",-0.070115861,51.4728587
"Sakisatu foods, Unit 27 K&S Indoor Market, 135a Rye Lane, London, SE15 4ST",PARTIAL,2.00E+11,"K & S INDOOR MARKET, 135A, RYE LANE, LONDON, SE15 4ST",-0.06726411,51.46980818
"Sam's kebab, 163 Bellenden Road, London, SE15 4DH",GOOD,2.00E+11,"FLAT, 163, BELLENDEN ROAD, LONDON, SE15 4DH",-0.072726452,51.46660679
"Seafood superstores, 213 Rye Lane, London, SE15 4TP",GOOD,2.00E+11,"LONDON SEAFOOD LTD, 213, RYE LANE, LONDON, SE15 4TP",-0.066466628,51.46755586
"Shangeetha supermarket limited, 58-60 Peckham High Street, London, SE15 5DP",EXACT,2.00E+11,"CRACKERJACKS, 58-60, PECKHAM HIGH STREET, LONDON, SE15 5DP",-0.070407801,51.47310631
"Silver fish bar, 50 Gibbon Road, London, SE15 3XE",EXACT,2.00E+11,"50, GIBBON ROAD, LONDON, SE15 3XE",-0.051570232,51.46709342
"Small white elephant, 28 Choumert Road, London, SE15 4SE",EXACT,2.00E+11,"SMALL WHITE ELEPHANT, 28, CHOUMERT ROAD, LONDON, SE15 4SE",-0.068658055,51.46816751
"Solochi food and drink ltd, Albrighton Community Centre, 37 Albrighton Road, London, SE22 8AH",EXACT,2.00E+11,"ALBRIGHTON COMMUNITY CENTRE, 37, ALBRIGHTON ROAD, LONDON, SE22 8AH",-0.081606948,51.46461219
"Souhampton way care home, 296 Southampton Way, London, SE5 7HQ",GOOD,2.00E+11,"FLAT 11, 296, SOUTHAMPTON WAY, LONDON, SE5 7HQ",-0.078975563,51.47550415
"Southwark day centre for asylum seekers, Copleston Centre, Copleston Road, London, SE15 4AN",PARTIAL,2.00E+11,"COPLESTON CENTRE, COPLESTON ROAD, LONDON, SE15 4AN",-0.076992274,51.46582254
"Spices, 91 Evelina Road, London, SE15 3HL",,,,,
"Spinners bakery ltd, 165 Rye Lane, London, SE15 4TL",EXACT,2.00E+11,"GABBYS, 165, RYE LANE, LONDON, SE15 4TL",-0.067317277,51.46855009
"St andrews nursing home, 64-66 Choumert Road, London, SE15 4AX",EXACT,2.00E+11,"ST. ANDREWS NURSING HOME, 64-66, CHOUMERT ROAD, LONDON, SE15 4AX",-0.070755302,51.46794126
"St. thomas the apostle church (licensed bar), 81 Evelina Road, London, SE15 3HL",GOOD,2.00E+11,"ST. THOMAS THE APOSTLE CHURCH, 81, EVELINA ROAD, LONDON, SE15 3HL",-0.054191671,51.46740674
"St. thomas the apostle church (place of worship/church), 81 Evelina Road, London, SE15 3HL",PARTIAL,2.00E+11,"ST. THOMAS THE APOSTLE CHURCH, 81, EVELINA ROAD, LONDON, SE15 3HL",-0.054191671,51.46740674
"Staff bar - camberwell college of arts and design, 45-65 Peckham Road, London, SE5 8UF",GOOD,2.00E+11,"56A, PECKHAM ROAD, LONDON, SE5 8PX",-0.079890582,51.47360371
"Star noodles, 114 Rye Lane, London, SE15 4RZ",GOOD,2.00E+11,"STARNOODLE, 114, RYE LANE, LONDON, SE15 4RZ",-0.068161581,51.46901364
"Stella's groceries and vegetables limited, 154 Rye Lane, London, SE15 4NB",EXACT,2.00E+11,"STELLA, 154, RYE LANE, LONDON, SE15 4NB",-0.067627439,51.46802463
"Subway peckham, 1 Central Buildings, Rye Lane, London, SE15 5DW",,,,,
"Superdrug stores plc, 38-44 Rye Lane, London, SE15 5BY",GOOD,2.00E+11,"SUPERDRUG STORES PLC, 42-44, RYE LANE, LONDON, SE15 5BY",-0.069830446,51.47143317
"Swaizie food store, 1a Choumert Road, London, SE15 4SE",PARTIAL,2.00E+11,"AUGUSTAS OFF LICENSE, 1A, CHOUMERT ROAD, LONDON, SE15 4SE",-0.068250673,51.46792699
"T & s afro cosmetics and food and wine, 213A Rye Lane, London, SE15 4TP",GOOD,2.00E+11,"T & S AFRO COSMETICS, 213A, RYE LANE, LONDON, SE15 4TP",-0.066352666,51.46752701
"Tastes, 12a Rye Lane, London, SE15 5BS",EXACT,2.00E+11,"12A, RYE LANE, LONDON, SE15 5BS",-0.070023859,51.47265036
"Tesco stores ltd, 151-155 Queens Road, London, SE15 2ND",GOOD,2.00E+11,"TESCO, 151-153, QUEENS ROAD, LONDON, SE15 2ND",-0.057152615,51.47362481
"Tesco stores ltd, Unit 1, 265 Rye Lane, London, SE15 4UR",GOOD,2.00E+11,"BLUE INC, UNIT 1, AYLESHAM CENTRE, RYE LANE, LONDON, SE15 5EW",-0.068681094,51.47273616
"The beer rebellion, 129 Queens Road, London, SE15 2NB",GOOD,2.00E+11,"129, BRAYARDS ROAD, LONDON, SE15 2BX",-0.057650763,51.46969428
"The begging bowl, Part Ground Floor, 168 Bellenden Road, London, SE15 4BW",GOOD,2.00E+11,"THE BEGGING BOWL, 168, BELLENDEN ROAD, LONDON, SE15 4BW",-0.07285518,51.46731034
"The cadeleigh arms, 43 Lyndhurst Grove, London, SE15 5AN",GOOD,2.00E+11,"CADLEIGH ARMS, 43, LYNDHURST GROVE, LONDON, SE15 5AN",-0.079714768,51.47024658
"The camden society, 133-137 Queens Road, London, SE15 2ND",GOOD,10000816788,"THE CAMDEN SOCIETY, QUEENS ROAD DAY CENTRE 133-137, QUEENS ROAD, LONDON, SE15 2ND",-0.05846054,51.47368245
"The childrens society, 91 Queens Road, London, SE15 2EZ",GOOD,2.00E+11,"THE CHILDRENS SOCIETY, 91-93, QUEENS ROAD, LONDON, SE15 2EZ",-0.060585153,51.47417623
"The clf art cafe, 133 Copeland Road, London, SE15 3SN",PARTIAL,10000818902,"THE LAST REFUGE, UNIT 9A, INDUSTRIAL PARK, 133, COPELAND ROAD, LONDON, SE15 3SN",-0.065765435,51.47000757
"The golden anchor, 16 Evelina Road, London, SE15 2DX",EXACT,2.00E+11,"THE GOLDEN ANCHOR, 16, EVELINA ROAD, LONDON, SE15 2DX",-0.052391918,51.46943618
"The great wall, 24 Nunhead Green, London, SE15 3QF",EXACT,2.00E+11,"THE GREAT WALL, 24, NUNHEAD GREEN, LONDON, SE15 3QF",-0.058276611,51.46512738
"The greyhound, 109 Peckham High Street, London, SE15 5SE",EXACT,2.00E+11,"THE GREYHOUND, 109, PECKHAM HIGH STREET, LONDON, SE15 5SE",-0.068591966,51.47416452
"The kentish drovers, 71-79 Peckham High Street, London, SE15 5RS",GOOD,2.00E+11,"78A, PECKHAM HIGH STREET, LONDON, SE15 5ED",-0.078119927,51.4739344
"The lovely house, 119 Bellenden Road, London, SE15 4QY",GOOD,2.00E+11,"LOVELY HOUSE RESTAURANT, 119, BELLENDEN ROAD, LONDON, SE15 4QY",-0.072268683,51.4679032
"The melange chocolate, 184 Bellenden Road, London, SE15 4BW",EXACT,2.00E+11,"THE MELANGE CHOCOLATE, 184, BELLENDEN ROAD, LONDON, SE15 4BW",-0.072938856,51.46703294
"The mighty pound, Unit 2, 117-125 Rye Lane, London, SE15 4ST",GOOD,2.00E+11,"122, RYE LANE, LONDON, SE15 4RZ",-0.068043096,51.4687509
"The montpelier, 43 Choumert Road, London, SE15 4AR",EXACT,2.00E+11,"THE MONTPELIER, 43, CHOUMERT ROAD, LONDON, SE15 4AR",-0.070252884,51.46756429
"The nags head, 231-235 Rye Lane, London, SE15 4TP",GOOD,2.00E+11,"234, RYE LANE, LONDON, SE15 4NL",-0.066513735,51.46644155
"The peckham pelican, Pelican House, 92 Peckham Road, London, SE15 5PY",GOOD,10009805610,"FLAT 66, PELICAN HOUSE, 92, PECKHAM ROAD, LONDON, SE15 5PY",-0.077035021,51.47405151
"The victorian inn, Victoria Inn, 77 Choumert Road, London, SE15 4AR",GOOD,2.00E+11,"THE VICTORIA INN, 77-79, CHOUMERT ROAD, LONDON, SE15 4AR",-0.072118377,51.46737016
"The villa nursery, 54 Lyndhurst Grove, London, SE15 5AH",EXACT,2.00E+11,"54, LYNDHURST GROVE, LONDON, SE15 5AH",-0.077815049,51.46988272
"The white horse, 20 Peckham Rye, London, SE15 4JR",GOOD,2.00E+11,"WHITE HORSE, 20-22, PECKHAM RYE, LONDON, SE15 4JR",-0.067336516,51.46605045
"Three c's, 184-186 Rye Lane, London, SE15 4NF",PARTIAL,2.00E+11,"CROSSWAYS, 184-186, RYE LANE, LONDON, SE15 4NF",-0.066839616,51.46724727
"Timgrace variety stores, 94 Peckham High Street, London, SE15 5ED",GOOD,2.00E+11,"TIMOGRACE VARIETY STORES, 94, PECKHAM HIGH STREET, LONDON, SE15 5ED",-0.068901015,51.47366602
"Tops caribbean, 173 Queens Road, London, SE15 2ND",GOOD,2.00E+11,"TOPS CARRIBEAN, 173, QUEENS ROAD, LONDON, SE15 2ND",-0.056536538,51.47355165
"Total uk ltd (spar), 37-41 Peckham Road, London, SE5 8UH",GOOD,2.00E+11,"DRAGON WOK, 40, PECKHAM ROAD, LONDON, SE5 8PX",-0.081292799,51.47347379
"Truly african ltd, 94 Rye Lane, London, SE15 4RZ",EXACT,2.00E+11,"LAY CASH & CARRY, 94, RYE LANE, LONDON, SE15 4RZ",-0.068503069,51.46945091
"Two sisters, 4 Gibbon Road, London, SE15 2AS",GOOD,2.00E+11,"4, HONITON GARDENS, GIBBON ROAD, LONDON, SE15 2AT",-0.052361154,51.46880618
"Uk food store ltd, 30 Rye Lane, London, SE15 5BS",EXACT,2.00E+11,"UK FOODS, 30, RYE LANE, LONDON, SE15 5BS",-0.070113274,51.47189645
"United meats butchers, 62 Peckham High Street, London, SE15 5DP",PARTIAL,2.00E+11,"FLAT A-B, 74, PECKHAM HIGH STREET, LONDON, SE15 5ED",-0.069587573,51.47343453
"United newsagents ltd, 104 Peckham High Street, London, SE15 5ED",EXACT,2.00E+11,"NEWS MARK, 104, PECKHAM HIGH STREET, LONDON, SE15 5ED",-0.068496965,51.47368635
"Vestry fish bar, 35 Vestry Road, London, SE5 8PG",EXACT,2.00E+11,"35, VESTRY ROAD, LONDON, SE5 8PG",-0.082025831,51.47110274
"Victory food store, 82 Peckham High Street, London, SE15 5ED",GOOD,2.00E+11,"VICTORY FOOD & WINE, 82-84, PECKHAM HIGH STREET, LONDON, SE15 5ED",-0.069237669,51.47353668
"Village grocer, 178-180 Bellenden Road, London, SE15 4BW",GOOD,2.00E+11,"179, BELLENDEN ROAD, LONDON, SE15 4DG",-0.073911131,51.46582592
"Wang jia supermarket, 205 Rye Lane, London, SE15 4TP",EXACT,2.00E+11,"WANG JIA SUPERMARKET, 205, RYE LANE, LONDON, SE15 4TP",-0.066662359,51.46769398
"Welcome to jamaican village of vegetable, Forecourt After, 125 Rye Lane, London, SE15 4ST",GOOD,10000812933,"RYE LANE CHINESE, 125, RYE LANE, LONDON, SE15 4ST",-0.068329959,51.47014049
"Westminster house youth club, 29 Nunhead Grove, London, SE15 3LZ",GOOD,2.00E+11,"29, NUNHEAD GREEN, LONDON, SE15 3QF",-0.058502009,51.46592246
"Wing tai chinese supermarket, Unit 11a The Aylesham Centre, Rye Lane, London, SE15 5EW",GOOD,2.00E+11,"WING TAI CHINESE SUPERMARKET, UNIT 11A, AYLESHAM CENTRE, RYE LANE, LONDON, SE15 5EW",-0.068681094,51.47273616
"Wing tai restaurant, Unit 15 The Aylesham Centre, Rye Lane, London, SE15 5EW",GOOD,2.00E+11,"WING TAI CHINESE RESTAURANT, UNIT 15, AYLESHAM CENTRE, RYE LANE, LONDON, SE15 5EW",-0.068681094,51.47273616
"Yesil irmak, 107 Peckham High Street, London, SE15 5RS",EXACT,2.00E+11,"YESIL IRMAK, 107, PECKHAM HIGH STREET, LONDON, SE15 5RS",-0.068913855,51.47404393
"Yilmaz kebab, 277 Rye Lane, London, SE15 4UA",GOOD,2.00E+11,"YILMAZ, 277, RYE LANE, LONDON, SE15 4UA",-0.065762985,51.4661504
"Yogi newsfare, 123 Bellenden Road, London, SE15 4QY",GOOD,2.00E+11,"YOGI, 123, BELLENDEN ROAD, LONDON, SE15 4QY",-0.07227247,51.46781334
"Yop city le marche, 32a Peckham High Street, London, SE15 5DP",,,,,
"Young parents education centre, 18 St Marys Road, London, SE15 2DW",GOOD,1.00E+11,"18, ST. MARKS ROAD, LONDON, SE25 4UH",-0.069933859,51.39832425
"Z a afro foods, 80 Rye Lane, London, SE15 4RY",GOOD,2.00E+11,"80, PECKHAM RYE, LONDON, SE15 4HA",-0.066815004,51.46442317
"Z a butchers, 80 Rye Lane, London, SE15 4RY",GOOD,2.00E+11,"80, PECKHAM RYE, LONDON, SE15 4HA",-0.066815004,51.46442317
"Zara's tropical food store, 64 Peckham High Street, London, SE15 5DP",GOOD,2.00E+11,"64, PECKHAM HILL STREET, LONDON, SE15 5JY",-0.07001336,51.47665191
